,0
0,4.605063228607178
1,4.604925636291504
2,4.604344608306885
3,4.601013263702392
4,4.597711410522461
5,4.597177215576172
6,4.593318241119385
7,4.595606586456299
8,4.595904552459717
9,4.584396091461182
10,4.586457172393799
11,4.587246486663818
12,4.582891365051269
13,4.5838344841003416
14,4.578483219146729
15,4.583225143432617
16,4.580190864562988
17,4.578183235168457
18,4.573879497528076
19,4.577676940917969
20,4.572576145172119
21,4.573237689971924
22,4.573848571777344
23,4.569681667327881
24,4.567592674255371
25,4.57136206817627
26,4.5692734527587895
27,4.569238018035889
28,4.5639876365661625
29,4.562516563415527
30,4.561524047851562
31,4.5640225524902345
32,4.5650112991333005
33,4.565344287872314
34,4.561083179473877
35,4.565776428222656
36,4.564940654754639
37,4.5547941856384275
38,4.560657314300537
39,4.5507328376770015
40,4.559336990356445
41,4.5575720443725585
42,4.554695053100586
43,4.560214065551758
44,4.552983261108398
45,4.548469032287597
46,4.553847434997558
47,4.55727908706665
48,4.55043586730957
49,4.556255012512207
50,4.550189136505127
51,4.559378318786621
52,4.554181362152099
53,4.548872039794922
54,4.548224479675293
55,4.547787406921387
56,4.552688346862793
57,4.544635902404785
58,4.543000225067138
59,4.542815998077392
60,4.547836471557617
61,4.552023540496826
62,4.539852970123291
63,4.536258781433106
64,4.541115638732911
65,4.545277782440186
66,4.543621700286865
67,4.537686229705811
68,4.548198886871338
69,4.546864913940429
70,4.54282511138916
71,4.537552616119385
72,4.538104141235352
73,4.5351235427856444
74,4.538599449157715
75,4.532510940551758
76,4.537747253417969
77,4.5340910987854
78,4.53374490737915
79,4.534137313842773
80,4.531934440612793
81,4.536902770996094
82,4.53246794128418
83,4.521290447235107
84,4.530036201477051
85,4.51737515258789
86,4.524656463623047
87,4.516958705902099
88,4.523382518768311
89,4.521576347351075
90,4.515425468444824
91,4.522070278167725
92,4.517549377441406
93,4.515372997283936
94,4.5170181846618656
95,4.516362850189209
96,4.5191446304321286
97,4.525864883422852
98,4.517876022338867
99,4.515824047088623
100,4.516593250274658
101,4.509987445831299
102,4.511529468536377
103,4.509992660522461
104,4.5165297889709475
105,4.5137834510803225
106,4.505711429595947
107,4.507459213256836
108,4.514129138946533
109,4.510346820831299
110,4.51461909866333
111,4.507837490081787
112,4.5108084297180175
113,4.51110916519165
114,4.505380657196045
115,4.50100715637207
116,4.507585262298584
117,4.508054141998291
118,4.499831882476807
119,4.508759532928467
120,4.504118740081787
121,4.499858833312988
122,4.5009384384155275
123,4.5006577644348145
124,4.503205696105957
125,4.498010883331299
126,4.506178005218506
127,4.499935703277588
128,4.502415073394776
129,4.506222034454345
130,4.499035755157471
131,4.4914041404724125
132,4.502733898162842
133,4.489427989959717
134,4.5049056091308595
135,4.498593997955322
136,4.494202083587647
137,4.493562526702881
138,4.496843246459961
139,4.5079872589111325
140,4.490520149230957
141,4.493262302398682
142,4.498945545196533
143,4.493433837890625
144,4.500781024932861
145,4.496742038726807
146,4.4900144081115725
147,4.494868423461914
148,4.483387138366699
149,4.495950935363769
150,4.497225082397461
151,4.49116722869873
152,4.488746379852295
153,4.491676582336426
154,4.48960668182373
155,4.485487438201904
156,4.490371898651123
157,4.491486217498779
158,4.485129112243652
159,4.485326793670654
160,4.480127826690674
161,4.486784511566162
162,4.480679256439209
163,4.483960411071777
164,4.493606155395508
165,4.483779327392578
166,4.483103958129883
167,4.488924339294433
168,4.485610179901123
169,4.490593688964844
170,4.489476329803467
171,4.483604320526123
172,4.467285167694092
173,4.476877826690674
174,4.482807060241699
175,4.478819702148438
176,4.48296741104126
177,4.4816957969665525
178,4.4871070709228515
179,4.485507484436035
180,4.477122364044189
181,4.47360746383667
182,4.477412441253662
183,4.482942058563232
184,4.48730016708374
185,4.4716644325256345
186,4.480706344604492
187,4.474103084564209
188,4.484780487060547
189,4.472533882141113
190,4.474169448852539
191,4.477140064239502
192,4.48632678604126
193,4.47111100769043
194,4.466462265014648
195,4.473892021179199
196,4.477360359191895
197,4.474231327056885
198,4.472845241546631
199,4.474871517181397
200,4.4740253257751466
201,4.471341987609863
202,4.464039756774902
203,4.464937763214111
204,4.475712657928467
205,4.47096773147583
206,4.471386390686035
207,4.469280601501465
208,4.474928279876709
